County,Vote type,Total ballots,Contest,Ballots cast,Undervotes
Catoosa,Absentee by Mail,456,Commissioner Of Labor,444,12
Catoosa,Advance in Person,4909,Commissioner Of Labor,4835,74
Catoosa,Election Day,8541,Commissioner Of Labor,8368,173
Catoosa,Provisional,14,Commissioner Of Labor,14,0
Charlton,Absentee by Mail,80,Commissioner Of Labor,80,0
Charlton,Advance in Person,684,Commissioner Of Labor,679,5
Charlton,Election Day,1247,Commissioner Of Labor,1231,16
Charlton,Provisional,4,Commissioner Of Labor,4,0
Chatham,Absentee by Mail,2948,Commissioner Of Labor,2853,95
Chatham,Advance in Person,17241,Commissioner Of Labor,17155,86
Chatham,Election Day,48480,Commissioner Of Labor,48044,436
Chatham,Provisional,55,Commissioner Of Labor,53,2
Chattahoochee,Absentee by Mail,22,Commissioner Of Labor,22,0
Chattahoochee,Advance in Person,196,Commissioner Of Labor,195,1
Chattahoochee,Election Day,481,Commissioner Of Labor,477,4
Chattahoochee,Provisional,2,Commissioner Of Labor,2,0
Chattooga,Absentee by Mail,107,Commissioner Of Labor,105,2
Chattooga,Advance in Person,1625,Commissioner Of Labor,1577,48
Chattooga,Election Day,3090,Commissioner Of Labor,3029,61
Chattooga,Provisional,2,Commissioner Of Labor,2,0
Cherokee,Absentee by Mail,2440,Commissioner Of Labor,2345,95
Cherokee,Advance in Person,23437,Commissioner Of Labor,22892,545
Cherokee,Election Day,40811,Commissioner Of Labor,39692,1119
Cherokee,Provisional,31,Commissioner Of Labor,29,2
Clarke,Absentee by Mail,1152,Commissioner Of Labor,1105,47
Clarke,Advance in Person,7332,Commissioner Of Labor,7171,161
Clarke,Election Day,16976,Commissioner Of Labor,16392,584
Clarke,Provisional,76,Commissioner Of Labor,72,4
Clay,Absentee by Mail,90,Commissioner Of Labor,88,2
Clay,Advance in Person,244,Commissioner Of Labor,242,2
Clay,Election Day,602,Commissioner Of Labor,597,5
Clay,Provisional,1,Commissioner Of Labor,1,0
Clayton,Absentee by Mail,1772,Commissioner Of Labor,1751,21
Clayton,Advance in Person,25878,Commissioner Of Labor,25769,109
Clayton,Election Day,34794,Commissioner Of Labor,34616,178
Clayton,Provisional,66,Commissioner Of Labor,62,4
Clinch,Absentee by Mail,53,Commissioner Of Labor,52,1
Clinch,Advance in Person,340,Commissioner Of Labor,339,1
Clinch,Election Day,777,Commissioner Of Labor,766,11
Clinch,Provisional,2,Commissioner Of Labor,1,1
Cobb,Absentee by Mail,10616,Commissioner Of Labor,10229,387
Cobb,Advance in Person,58755,Commissioner Of Labor,57520,1235
Cobb,Election Day,143123,Commissioner Of Labor,138630,4493
Cobb,Provisional,581,Commissioner Of Labor,558,23
Coffee,Absentee by Mail,328,Commissioner Of Labor,321,7
Coffee,Advance in Person,3477,Commissioner Of Labor,3455,22
Coffee,Election Day,4390,Commissioner Of Labor,4328,62
Coffee,Provisional,7,Commissioner Of Labor,7,0
Colquitt,Absentee by Mail,172,Commissioner Of Labor,168,4
Colquitt,Advance in Person,2409,Commissioner Of Labor,2385,24
Colquitt,Election Day,5359,Commissioner Of Labor,5300,59
Colquitt,Provisional,4,Commissioner Of Labor,4,0
Columbia,Absentee by Mail,1698,Commissioner Of Labor,1655,43
Columbia,Advance in Person,11710,Commissioner Of Labor,11643,67
Columbia,Election Day,26403,Commissioner Of Labor,26212,191
Columbia,Provisional,10,Commissioner Of Labor,10,0
Cook,Absentee by Mail,113,Commissioner Of Labor,113,0
Cook,Advance in Person,1115,Commissioner Of Labor,1105,10
Cook,Election Day,2316,Commissioner Of Labor,2305,11
Cook,Provisional,0,Commissioner Of Labor,0,0
Coweta,Absentee by Mail,1733,Commissioner Of Labor,1694,39
Coweta,Advance in Person,9167,Commissioner Of Labor,9055,112
Coweta,Election Day,26256,Commissioner Of Labor,25956,300
Coweta,Provisional,15,Commissioner Of Labor,15,0
Crawford,Absentee by Mail,146,Commissioner Of Labor,144,2
Crawford,Advance in Person,1092,Commissioner Of Labor,1073,19
Crawford,Election Day,2012,Commissioner Of Labor,1993,19
Crawford,Provisional,4,Commissioner Of Labor,4,0
Crisp,Absentee by Mail,169,Commissioner Of Labor,165,4
Crisp,Advance in Person,2060,Commissioner Of Labor,2028,32
Crisp,Election Day,2752,Commissioner Of Labor,2707,45
Crisp,Provisional,2,Commissioner Of Labor,2,0
Dade,Absentee by Mail,114,Commissioner Of Labor,104,10
Dade,Advance in Person,1030,Commissioner Of Labor,983,47
Dade,Election Day,2283,Commissioner Of Labor,2182,101
Dade,Provisional,9,Commissioner Of Labor,9,0
Dawson,Absentee by Mail,311,Commissioner Of Labor,300,11
Dawson,Advance in Person,3231,Commissioner Of Labor,3160,71
Dawson,Election Day,3731,Commissioner Of Labor,3633,98
Dawson,Provisional,11,Commissioner Of Labor,11,0
DeKalb,Absentee by Mail,8280,Commissioner Of Labor,7857,423
DeKalb,Advance in Person,72480,Commissioner Of Labor,71419,1061
DeKalb,Election Day,129376,Commissioner Of Labor,125361,4015
DeKalb,Provisional,503,Commissioner Of Labor,478,25
Decatur,Absentee by Mail,269,Commissioner Of Labor,265,4
Decatur,Advance in Person,1985,Commissioner Of Labor,1974,11
Decatur,Election Day,3820,Commissioner Of Labor,3785,35
Decatur,Provisional,5,Commissioner Of Labor,5,0
Dodge,Absentee by Mail,219,Commissioner Of Labor,214,5
Dodge,Advance in Person,1690,Commissioner Of Labor,1636,54
Dodge,Election Day,3173,Commissioner Of Labor,3103,70
Dodge,Provisional,0,Commissioner Of Labor,0,0
Dooly,Absentee by Mail,68,Commissioner Of Labor,66,2
Dooly,Advance in Person,834,Commissioner Of Labor,795,39
Dooly,Election Day,1783,Commissioner Of Labor,1756,27
Dooly,Provisional,0,Commissioner Of Labor,0,0
Dougherty,Absentee by Mail,1050,Commissioner Of Labor,1028,22
Dougherty,Advance in Person,6272,Commissioner Of Labor,6237,35
Dougherty,Election Day,16148,Commissioner Of Labor,16100,48
Dougherty,Provisional,41,Commissioner Of Labor,39,2
Douglas,Absentee by Mail,1308,Commissioner Of Labor,1285,23
Douglas,Advance in Person,15797,Commissioner Of Labor,15703,94
Douglas,Election Day,20398,Commissioner Of Labor,20282,116
Douglas,Provisional,27,Commissioner Of Labor,27,0
Early,Absentee by Mail,140,Commissioner Of Labor,140,0
Early,Advance in Person,890,Commissioner Of Labor,874,16
Early,Election Day,2163,Commissioner Of Labor,2146,17
Early,Provisional,3,Commissioner Of Labor,3,0
Echols,Absentee by Mail,19,Commissioner Of Labor,19,0
Echols,Advance in Person,243,Commissioner Of Labor,236,7
Echols,Election Day,361,Commissioner Of Labor,355,6
Echols,Provisional,0,Commissioner Of Labor,0,0
Effingham,Absentee by Mail,373,Commissioner Of Labor,366,7
Effingham,Advance in Person,3036,Commissioner Of Labor,3026,10
Effingham,Election Day,9204,Commissioner Of Labor,9148,56
Effingham,Provisional,10,Commissioner Of Labor,10,0
Elbert,Absentee by Mail,219,Commissioner Of Labor,215,4
Elbert,Advance in Person,1841,Commissioner Of Labor,1823,18
Elbert,Election Day,2632,Commissioner Of Labor,2615,17
Elbert,Provisional,11,Commissioner Of Labor,11,0
Emanuel,Absentee by Mail,213,Commissioner Of Labor,206,7
Emanuel,Advance in Person,1187,Commissioner Of Labor,1163,24
Emanuel,Election Day,3581,Commissioner Of Labor,3522,59
Emanuel,Provisional,1,Commissioner Of Labor,1,0
Evans,Absentee by Mail,122,Commissioner Of Labor,117,5
Evans,Advance in Person,921,Commissioner Of Labor,907,14
Evans,Election Day,1107,Commissioner Of Labor,1097,10
Evans,Provisional,0,Commissioner Of Labor,0,0
Fannin,Absentee by Mail,417,Commissioner Of Labor,407,10
Fannin,Advance in Person,2268,Commissioner Of Labor,2220,48
Fannin,Election Day,4216,Commissioner Of Labor,4104,112
Fannin,Provisional,3,Commissioner Of Labor,2,1
Fayette,Absentee by Mail,1272,Commissioner Of Labor,1227,45
Fayette,Advance in Person,18189,Commissioner Of Labor,17894,295
Fayette,Election Day,22606,Commissioner Of Labor,22076,530
Fayette,Provisional,13,Commissioner Of Labor,11,2
Floyd,Absentee by Mail,771,Commissioner Of Labor,745,26
Floyd,Advance in Person,5763,Commissioner Of Labor,5701,62
Floyd,Election Day,14210,Commissioner Of Labor,13941,269
Floyd,Provisional,78,Commissioner Of Labor,74,4
Forsyth,Absentee by Mail,1655,Commissioner Of Labor,1593,62
Forsyth,Advance in Person,22647,Commissioner Of Labor,22232,415
Forsyth,Election Day,32220,Commissioner Of Labor,31489,731
Forsyth,Provisional,48,Commissioner Of Labor,45,3
Franklin,Absentee by Mail,198,Commissioner Of Labor,191,7
Franklin,Advance in Person,1077,Commissioner Of Labor,1070,7
Franklin,Election Day,3454,Commissioner Of Labor,3436,18
Franklin,Provisional,1,Commissioner Of Labor,1,0
Fulton,Absentee by Mail,8864,Commissioner Of Labor,8486,378
Fulton,Advance in Person,87201,Commissioner Of Labor,85468,1733
Fulton,Election Day,167468,Commissioner Of Labor,162177,5291
Fulton,Provisional,2135,Commissioner Of Labor,2050,85
Gilmer,Absentee by Mail,378,Commissioner Of Labor,373,5
Gilmer,Advance in Person,2578,Commissioner Of Labor,2501,77
Gilmer,Election Day,4854,Commissioner Of Labor,4683,171
Gilmer,Provisional,16,Commissioner Of Labor,16,0
Glascock,Absentee by Mail,36,Commissioner Of Labor,32,4
Glascock,Advance in Person,211,Commissioner Of Labor,201,10
Glascock,Election Day,542,Commissioner Of Labor,536,6
Glascock,Provisional,0,Commissioner Of Labor,0,0
Glynn,Absentee by Mail,883,Commissioner Of Labor,863,20
Glynn,Advance in Person,7098,Commissioner Of Labor,7026,72
Glynn,Election Day,12102,Commissioner Of Labor,11974,128
Glynn,Provisional,36,Commissioner Of Labor,35,1
Gordon,Absentee by Mail,370,Commissioner Of Labor,353,17
Gordon,Advance in Person,2666,Commissioner Of Labor,2566,100
Gordon,Election Day,7273,Commissioner Of Labor,7044,229
Gordon,Provisional,16,Commissioner Of Labor,14,2
Grady,Absentee by Mail,157,Commissioner Of Labor,154,3
Grady,Advance in Person,1854,Commissioner Of Labor,1834,20
Grady,Election Day,3548,Commissioner Of Labor,3529,19
Grady,Provisional,6,Commissioner Of Labor,6,0
Greene,Absentee by Mail,538,Commissioner Of Labor,529,9
Greene,Advance in Person,3068,Commissioner Of Labor,3028,40
Greene,Election Day,2907,Commissioner Of Labor,2841,66
Greene,Provisional,10,Commissioner Of Labor,10,0
Gwinnett,Absentee by Mail,8170,Commissioner Of Labor,7907,263
Gwinnett,Advance in Person,47244,Commissioner Of Labor,46784,460
Gwinnett,Election Day,141636,Commissioner Of Labor,138963,2673
Gwinnett,Provisional,1155,Commissioner Of Labor,1127,28
Habersham,Absentee by Mail,704,Commissioner Of Labor,679,25
Habersham,Advance in Person,5381,Commissioner Of Labor,5243,138
Habersham,Election Day,3529,Commissioner Of Labor,3437,92
Habersham,Provisional,34,Commissioner Of Labor,30,4
Hall,Absentee by Mail,2074,Commissioner Of Labor,2014,60
Hall,Advance in Person,12299,Commissioner Of Labor,12082,217
Hall,Election Day,29428,Commissioner Of Labor,28782,646
Hall,Provisional,42,Commissioner Of Labor,42,0
Hancock,Absentee by Mail,283,Commissioner Of Labor,279,4
Hancock,Advance in Person,839,Commissioner Of Labor,819,20
Hancock,Election Day,1257,Commissioner Of Labor,1235,22
Hancock,Provisional,19,Commissioner Of Labor,17,2
Haralson,Absentee by Mail,262,Commissioner Of Labor,254,8
Haralson,Advance in Person,1563,Commissioner Of Labor,1552,11
Haralson,Election Day,4986,Commissioner Of Labor,4932,54
Haralson,Provisional,2,Commissioner Of Labor,2,0
Harris,Absentee by Mail,493,Commissioner Of Labor,486,7
Harris,Advance in Person,2950,Commissioner Of Labor,2942,8
Harris,Election Day,6803,Commissioner Of Labor,6765,38
Harris,Provisional,2,Commissioner Of Labor,2,0
Hart,Absentee by Mail,287,Commissioner Of Labor,275,12
Hart,Advance in Person,2309,Commissioner Of Labor,2236,73
Hart,Election Day,4185,Commissioner Of Labor,4120,65
Hart,Provisional,1,Commissioner Of Labor,1,0
Heard,Absentee by Mail,157,Commissioner Of Labor,155,2
Heard,Advance in Person,552,Commissioner Of Labor,544,8
Heard,Election Day,1772,Commissioner Of Labor,1756,16
Heard,Provisional,0,Commissioner Of Labor,0,0
Henry,Absentee by Mail,2016,Commissioner Of Labor,1984,32
Henry,Advance in Person,29231,Commissioner Of Labor,29123,108
Henry,Election Day,31732,Commissioner Of Labor,31499,233
Henry,Provisional,102,Commissioner Of Labor,101,1
Houston,Absentee by Mail,1431,Commissioner Of Labor,1395,36
Houston,Advance in Person,16400,Commissioner Of Labor,16283,117
Houston,Election Day,19454,Commissioner Of Labor,19248,206
Houston,Provisional,62,Commissioner Of Labor,56,6
Irwin,Absentee by Mail,61,Commissioner Of Labor,60,1
Irwin,Advance in Person,719,Commissioner Of Labor,697,22
Irwin,Election Day,1581,Commissioner Of Labor,1546,35
Irwin,Provisional,3,Commissioner Of Labor,3,0
Jackson,Absentee by Mail,495,Commissioner Of Labor,481,14
Jackson,Advance in Person,5419,Commissioner Of Labor,5388,31
Jackson,Election Day,10060,Commissioner Of Labor,9924,136
Jackson,Provisional,16,Commissioner Of Labor,14,2
Jasper,Absentee by Mail,255,Commissioner Of Labor,250,5
Jasper,Advance in Person,1280,Commissioner Of Labor,1274,6
Jasper,Election Day,2305,Commissioner Of Labor,2290,15
Jasper,Provisional,2,Commissioner Of Labor,2,0
Jeff Davis,Absentee by Mail,153,Commissioner Of Labor,147,6
Jeff Davis,Advance in Person,861,Commissioner Of Labor,840,21
Jeff Davis,Election Day,1973,Commissioner Of Labor,1943,30
Jeff Davis,Provisional,1,Commissioner Of Labor,1,0
Jefferson,Absentee by Mail,216,Commissioner Of Labor,212,4
Jefferson,Advance in Person,1158,Commissioner Of Labor,1152,6
Jefferson,Election Day,3144,Commissioner Of Labor,3120,24
Jefferson,Provisional,20,Commissioner Of Labor,20,0
Jenkins,Absentee by Mail,163,Commissioner Of Labor,160,3
Jenkins,Advance in Person,671,Commissioner Of Labor,667,4
Jenkins,Election Day,1088,Commissioner Of Labor,1079,9
Jenkins,Provisional,0,Commissioner Of Labor,0,0
Johnson,Absentee by Mail,92,Commissioner Of Labor,90,2
Johnson,Advance in Person,789,Commissioner Of Labor,781,8
Johnson,Election Day,1415,Commissioner Of Labor,1406,9
Johnson,Provisional,0,Commissioner Of Labor,0,0
Jones,Absentee by Mail,511,Commissioner Of Labor,503,8
Jones,Advance in Person,2913,Commissioner Of Labor,2902,11
Jones,Election Day,4638,Commissioner Of Labor,4612,26
Jones,Provisional,7,Commissioner Of Labor,7,0
